"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0rdWkO7ncrh1lrJGDmLq9L","Gamesofluck","spotify:artist:3oKRxpszQKUjjaHz388fVA","Parcels","spotify:album:0ugE0qpkFDNLYFmNiUOOKA","Gamesofluck","spotify:artist:3oKRxpszQKUjjaHz388fVA","Parcels","2016-10-28","https://i.scdn.co/image/ab67616d0000b273355c1ef4d4638829c39bcfd8","1","1","348093","https://p.scdn.co/mp3-preview/f612484a131940bebe18c77780e821006ae5ad9c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","FRU701600048","","2023-11-12T05:32:57Z"
"spotify:track:7CbdhgZjdLN1qgm9K0trnF","So Much In Love - Armin van Buuren Remix","spotify:artist:0Cs47vvRsPgEfliBU9KDiB, spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5","D.O.D, Armin van Buuren","spotify:album:6OkS0D0JrPkavZibV3QaeW","So Much In Love (Armin van Buuren Remix)","spotify:artist:0Cs47vvRsPgEfliBU9KDiB, spotify:artist:0SfsnGyD8FpIN4U4WCkBZ5","D.O.D, Armin van Buuren","2023-08-04","https://i.scdn.co/image/ab67616d0000b2739645e79ec3ced596c50f0bdc","1","1","139212","https://p.scdn.co/mp3-preview/2418fb3aa91a2f95218177c442d245c285dec6ec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","NLF712305782","","2023-11-11T00:39:34Z"
"spotify:track:2XeJsOIpyyKWZlrF9eMlCi","Envious - Rezident Remix","spotify:artist:5ITI6SEoUZMIXXkzCfr4oE, spotify:artist:0hzZTaZ59eR5lESXHRVgkc","Aluna, Rezident","spotify:album:3eVVyHEF1waq5kbMFm9pdJ","Renaissance (Remixes)","spotify:artist:5ITI6SEoUZMIXXkzCfr4oE","Aluna","2021-01-27","https://i.scdn.co/image/ab67616d0000b273f8fbfe49eda632251fddc2ea","1","7","234839","https://p.scdn.co/mp3-preview/a2211490b73c9583c883782d6b0aeea63d585183?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USZ4V2100018","","2023-11-11T00:35:56Z"
"spotify:track:614o3Tg9I7Xv8xkovjSp7a","Change Your Mind","spotify:artist:0OFn6uw0q674vCcjDRNP4I","Interupt","spotify:album:4lzvg3fmxUlAGaxfbWhBt4","Change Your Mind","spotify:artist:0OFn6uw0q674vCcjDRNP4I","Interupt","2021-08-27","https://i.scdn.co/image/ab67616d0000b273f1b8ccfe29bdc4da5afc826a","1","1","184687","https://p.scdn.co/mp3-preview/014c899b0e52a2df974c08b31e3f6ce1811511d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","AUNV02100051","","2023-11-05T03:20:42Z"
"spotify:track:5rh2zHFAI1ebnAmO3FfbaB","Isolate","spotify:artist:0Cs47vvRsPgEfliBU9KDiB","D.O.D","spotify:album:57o4JHBGDgsGvTyBjqIDbk","Isolate","spotify:artist:0Cs47vvRsPgEfliBU9KDiB","D.O.D","2021-11-05","https://i.scdn.co/image/ab67616d0000b273f8bb1660e80ed99bf9430456","1","1","179107","https://p.scdn.co/mp3-preview/7d6aa96972b3b6c3adb1f10ce3e6e1d925396b18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","NLF712108918","","2023-11-04T23:54:55Z"
"spotify:track:0hQtQ7Ad6Yx0JkqYHsVFu0","Freed From Desire - Jen Payne & CAMPS Remix","spotify:artist:07VdEUK5mf0rifGeNqs0Wg, spotify:artist:277ycuj6MwXyWZYs7hlNBj, spotify:artist:4I09QxHlK15wiHFxEWbKKR, spotify:artist:3EJxT1yUtdzeTZEBZRT4Hq","Kevin McKay, Start The Party, CAMPS, Jen Payne","spotify:album:1SvM8vd4tkbTdOr4yrUair","Freed From Desire (Jen Payne & CAMPS Remix)","spotify:artist:07VdEUK5mf0rifGeNqs0Wg, spotify:artist:4I09QxHlK15wiHFxEWbKKR, spotify:artist:3EJxT1yUtdzeTZEBZRT4Hq","Kevin McKay, CAMPS, Jen Payne","2022-12-23","https://i.scdn.co/image/ab67616d0000b273573f3122460d927851e83131","1","1","207727","https://p.scdn.co/mp3-preview/706f676fb22f4bee68260044578771a529400953?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","GBPQS2200138","","2023-10-30T06:23:07Z"
"spotify:track:4Zfq7r0v4FKeoxwhyLYSyb","Evacuate the Dancefloor","spotify:artist:0N0d3kjwdY2h7UVuTdJGfp","Cascada","spotify:album:25JqvnrIT5lO7MEWl80pZA","Back On the Dancefloor","spotify:artist:0N0d3kjwdY2h7UVuTdJGfp","Cascada","2012-04-27","https://i.scdn.co/image/ab67616d0000b273d09d5294f49f3f8d62d3c207","1","2","205884","https://p.scdn.co/mp3-preview/d82f53bc366ce253460f459539a679aecc27fc1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","DEHK90911301","","2023-10-30T06:06:54Z"
"spotify:track:0AKAxdNkwq9ZxRdW1DN9zW","Behind These Hazel Eyes","spotify:artist:3BmGtnKgCSGYIUhmivXKWX","Kelly Clarkson","spotify:album:5gDAEao3VxFdbm8vS0koQq","Breakaway","spotify:artist:3BmGtnKgCSGYIUhmivXKWX","Kelly Clarkson","2004-01-17","https://i.scdn.co/image/ab67616d0000b27303dadde4d9d305c1c3e0d91c","1","3","198973","https://p.scdn.co/mp3-preview/b2a52b3a139124270fb539ef0f46f9e049e835e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBCTA0400263","","2023-10-28T05:20:12Z"
"spotify:track:764aj78vmTA8kMUMY0LVdR","Don't Wanna Let Go","spotify:artist:4QWmN97HRZya55JvxN3I5a, spotify:artist:7mOEFI30ETW9l7SFMpXoH9","Taiki Nulight, Eloise Keeble","spotify:album:6zEwku2jzQqtH8FnolDyZi","Don't Wanna Let Go","spotify:artist:4QWmN97HRZya55JvxN3I5a, spotify:artist:7mOEFI30ETW9l7SFMpXoH9","Taiki Nulight, Eloise Keeble","2021-08-20","https://i.scdn.co/image/ab67616d0000b2737e9a558a8828abd4231053ef","1","1","186666","https://p.scdn.co/mp3-preview/612f103d5d15c17d85801d83e830edf50043c0e1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USYBL2101404","","2023-10-25T02:48:20Z"
"spotify:track:6Z1hDo2HPxjAN8CdjsSyOy","Don't Be Faded","spotify:artist:0Eospqk319OpNppJNNb4Ol, spotify:artist:0LxLtuLEtng0iNlK08Jsvd","Thvndex, Franz Kolo","spotify:album:1CQs10Ud1lSMkKPdcL7Rjn","Don't Be Faded","spotify:artist:0Eospqk319OpNppJNNb4Ol, spotify:artist:0LxLtuLEtng0iNlK08Jsvd","Thvndex, Franz Kolo","2023-03-02","https://i.scdn.co/image/ab67616d0000b273f5c300487b61f094e07b29d8","1","1","156230","https://p.scdn.co/mp3-preview/5d2c961ee499dedc93df1d61303a01a898a581b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","NLT2H2300018","","2023-10-23T23:26:20Z"
"spotify:track:4iXj0bNwBMHgomSBfrG1M4","On The Low","spotify:artist:7zm3aSdmGiOkTt0aZFSO8R, spotify:artist:1ExbGBgD1r1eRfFlVyAWWl","Wax Motif, longstoryshort","spotify:album:2BlB2ve1nSI1l0XwLOPyGT","On The Low","spotify:artist:7zm3aSdmGiOkTt0aZFSO8R, spotify:artist:1ExbGBgD1r1eRfFlVyAWWl","Wax Motif, longstoryshort","2022-04-01","https://i.scdn.co/image/ab67616d0000b273c54a757cba7aae882bc4083d","1","1","156190","https://p.scdn.co/mp3-preview/8335551edc7bcf8ba9c9646bffc44bb50ee8420b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","CA5KR2218489","","2023-10-14T02:06:49Z"
"spotify:track:1YIYwFUDRzlQK0IXAVxPcN","Say Yes","spotify:artist:0Upxnyh9nIUNSOmNE8WF4R","BYOR","spotify:album:16Iue70ll51hWnwDiFiQrY","Say Yes","spotify:artist:0Upxnyh9nIUNSOmNE8WF4R","BYOR","2022-08-12","https://i.scdn.co/image/ab67616d0000b273c5c032b19b9ed4891e70bce7","1","1","161280","https://p.scdn.co/mp3-preview/83cdb6d2d24964d91d0f60330477880c1b208949?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","NLZ542201045","","2023-10-14T01:20:25Z"
"spotify:track:5hdAQegqnitMjNacfLOHQd","Tilted Towers","spotify:artist:4AVFqumd2ogHFlRbKIjp1t","Alesso","spotify:album:1ROknPR3DQnKIqajsMzw85","Tilted Towers","spotify:artist:4AVFqumd2ogHFlRbKIjp1t","Alesso","2018-11-30","https://i.scdn.co/image/ab67616d0000b2736cd38ccdb7c79aebebe9bf28","1","1","259475","https://p.scdn.co/mp3-preview/b7e9f4ddbc5c26b96964afbede96629333896707?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USUG11802763","","2023-10-14T01:19:48Z"
"spotify:track:4yPqxzBhXslFCcOq6fKanw","Tulum","spotify:artist:2rdSCmWgrIWA8pmwhS1T2k","Vandelux","spotify:album:0gWuDtNiBHpeURomqk8DEc","Tulum","spotify:artist:2rdSCmWgrIWA8pmwhS1T2k","Vandelux","2022-05-20","https://i.scdn.co/image/ab67616d0000b273ec11afc539b4a26650e2da0e","1","1","225272","https://p.scdn.co/mp3-preview/23a9e6f3746d1c32c6e2da6880c5f451707001e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","GBKPL2296233","","2023-10-08T20:30:12Z"
"spotify:track:2luKkgm9p46Yf7cQ4pMWaR","The Little Mushroom That Got Away","spotify:artist:14Tg9FvbNismPR1PJHxRau, spotify:artist:27gtK7m9vYwCyJ04zz0kIb","Sultan + Shepard, Lane 8","spotify:album:71adfswntkKEtqbhBqp9FU","The Little Mushroom That Got Away","spotify:artist:14Tg9FvbNismPR1PJHxRau, spotify:artist:27gtK7m9vYwCyJ04zz0kIb","Sultan + Shepard, Lane 8","2023-10-05","https://i.scdn.co/image/ab67616d0000b2730ae6337207dd3e9e6e2f9af5","1","1","335409","https://p.scdn.co/mp3-preview/9f5204f5265fcd01d3460eba04543a21ef33db36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","GBEWA2304840","","2023-10-06T17:42:28Z"
"spotify:track:7me5d5XmtCCfbDk3SsyXqM","Every Step","spotify:artist:0Cs47vvRsPgEfliBU9KDiB","D.O.D","spotify:album:2RPMFPdxygr20xr14ZyO6j","Every Step","spotify:artist:0Cs47vvRsPgEfliBU9KDiB","D.O.D","2021-06-25","https://i.scdn.co/image/ab67616d0000b273af66462a09e201b060100b73","1","1","159857","https://p.scdn.co/mp3-preview/d491a87bb03596d7501ad51bccce91415a9ffe1a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","NLF712104892","","2023-09-27T01:23:40Z"
"spotify:track:5XFktAerFHxM4tp7EhzTrh","Lost","spotify:artist:5pkU7zjIzHgfN1n91e51r3, spotify:artist:3zW0xazqnHoq9QV9zBROVC, spotify:artist:5rweLVovWSRNfeuVvzPcCq, spotify:artist:2qAHim7arWxVIhri5JpBry","RSCL, it's murph, Twin Diplomacy, Jack August","spotify:album:1QaaHgza1m23gXfowZ8ZHS","Lost","spotify:artist:5pkU7zjIzHgfN1n91e51r3, spotify:artist:3zW0xazqnHoq9QV9zBROVC, spotify:artist:5rweLVovWSRNfeuVvzPcCq","RSCL, it's murph, Twin Diplomacy","2022-11-04","https://i.scdn.co/image/ab67616d0000b27320c72e8da1a1838105e72bbf","1","1","153182","https://p.scdn.co/mp3-preview/08c1a090aca7aa6edd37fd8e5f1074a0fd973600?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","NLQ8D2201399","","2023-09-27T01:06:50Z"
"spotify:track:2e2yKavdT6WQzzMHwNtPFa","In The Yuma (feat. Aatig)","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:21OabQwzpxuFNxp7p781Ao","Chris Lake, Aatig","spotify:album:0JjZ7kWBexlcQJMCpZ2MZF","In The Yuma (feat. Aatig)","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:21OabQwzpxuFNxp7p781Ao","Chris Lake, Aatig","2022-11-11","https://i.scdn.co/image/ab67616d0000b27363b5e4e71c4d31103a6ccadf","1","1","156215","https://p.scdn.co/mp3-preview/c7f7c1a123cd5391a9924b77dc4c9fd7faef716c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USUG12207808","","2023-09-24T22:49:15Z"
"spotify:track:5roFM0I1K6um2yIYL6kGq2","365","spotify:artist:052B9SONfhoScw7dgYWw5o, spotify:artist:5mNpMP01Co4vXZ3U0fWP3C","Biscits, Camden Cox","spotify:album:2Wt63cwVvjqezpEdQcmlkI","365","spotify:artist:052B9SONfhoScw7dgYWw5o, spotify:artist:5mNpMP01Co4vXZ3U0fWP3C","Biscits, Camden Cox","2023-09-15","https://i.scdn.co/image/ab67616d0000b27353a0633ac8eea69652c37650","1","1","192755","https://p.scdn.co/mp3-preview/243480ac7c489ec466294076367a6aac8adf7c29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","NL8RL2319744","","2023-09-24T22:49:02Z"
"spotify:track:2THuPK6bfhZt3CtdGHGkpQ","Nous","spotify:artist:0mGQfVACilxbziAemzyhq9","Melosense","spotify:album:5nxdUiIGvFPiiKjRFizxlv","Nous","spotify:artist:0mGQfVACilxbziAemzyhq9","Melosense","2023-04-28","https://i.scdn.co/image/ab67616d0000b273614aea0b837e3f09fbea26e9","1","1","164525","https://p.scdn.co/mp3-preview/c941afdbdf28af8082bd4e4e24790731eab4b15f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","NLF712302301","","2023-09-19T21:16:09Z"
"spotify:track:16vsw3UO3DmSmRDzmoaHx7","lOnDn","spotify:artist:1abeK6nTH1bQUmfhyfSpPh","EMBRZ","spotify:album:6e295vU5RvRKECmI5p8ZNm","Don't Look Back","spotify:artist:1abeK6nTH1bQUmfhyfSpPh","EMBRZ","2022-03-08","https://i.scdn.co/image/ab67616d0000b2734664a33ba2f73b20e1c15808","1","3","232000","https://p.scdn.co/mp3-preview/a5a9ed2575aed29c8d48bfe39f94ca0de68b6437?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","GBEWA2200622","","2023-09-19T21:10:08Z"
"spotify:track:02QE4LsAj7DBjMRxolGE8a","More Baby","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:5ITI6SEoUZMIXXkzCfr4oE","Chris Lake, Aluna","spotify:album:1Pei7Y5MNZQvfkDWds5EWa","More Baby","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:5ITI6SEoUZMIXXkzCfr4oE","Chris Lake, Aluna","2023-09-15","https://i.scdn.co/image/ab67616d0000b273e3db81b7565e20e3d8d1cd25","1","1","175856","https://p.scdn.co/mp3-preview/4d389dc818ca71ae3d761d7cb4208f20ffec39fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USUG12301941","","2023-09-16T15:06:34Z"
"spotify:track:5TSwDA5UvNPnBu1maDYbDi","Ghost Voices - Lane 8 Remix","spotify:artist:27gtK7m9vYwCyJ04zz0kIb, spotify:artist:0F52YLV7uWqaJfMMDgG737","Lane 8, Virtual Self","spotify:album:45mpomI45h4bocqhar12Xt","Ghost Voices (Lane 8 Remix)","spotify:artist:27gtK7m9vYwCyJ04zz0kIb","Lane 8","2019-02-12","https://i.scdn.co/image/ab67616d0000b2730d1007e4e29f36bfe669bc4c","1","1","304390","https://p.scdn.co/mp3-preview/9aba34dbf7a00f86233159ebe6f103a06b09bfc2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","FR10S1925879","","2023-09-10T03:27:16Z"
"spotify:track:1MKMYTuVJIYTgaHkY2odWk","RnR","spotify:artist:14Tg9FvbNismPR1PJHxRau","Sultan + Shepard","spotify:album:5hYLl3dR0mtRpFgOoUl6zE","Forever, Now","spotify:artist:14Tg9FvbNismPR1PJHxRau","Sultan + Shepard","2023-02-17","https://i.scdn.co/image/ab67616d0000b2734e57f14fed1b73a68cb48536","1","9","299754","https://p.scdn.co/mp3-preview/ca9f9f9bbf712c819a08b81598ee5b1869bd61e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","GBEWA2206877","","2023-09-10T01:07:46Z"
"spotify:track:6NAFSxL8yGctNgHqxfQEF5","Next to Me","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","spotify:album:7oVcfv2fbyY1Z3xfqwbSPp","Next to Me","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","2021-08-11","https://i.scdn.co/image/ab67616d0000b273032c6922b5e0ed4e7b630481","1","1","314389","https://p.scdn.co/mp3-preview/5fbede9081ffdd6ffb8df29a70889910436e81a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","USRE12100573","","2023-09-10T01:02:25Z"
"spotify:track:7jtkoPCFn7EQwz9LSb2ZP0","Circe Paradigm","spotify:artist:26N57YIjcZ0h3GDamTf9qn","Space Food","spotify:album:19hhUHYkC3oKZ8Jly3rN6k","Circe Paradigm","spotify:artist:26N57YIjcZ0h3GDamTf9qn","Space Food","2021-11-26","https://i.scdn.co/image/ab67616d0000b2732351f1c326c6df6b8e974404","1","1","476065","https://p.scdn.co/mp3-preview/e86f96dee2fec4fb0f892d16acffd9a276a994de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","DEY472176990","","2023-09-10T01:00:58Z"
"spotify:track:3hYVvOf0m67UxBdG57vgd5","Making Time","spotify:artist:14Tg9FvbNismPR1PJHxRau, spotify:artist:4dHGNdVhBxCJUyMk9dR727","Sultan + Shepard, Julia Church","spotify:album:25lUESkThyWEygZ6iZcWt6","Making Time","spotify:artist:14Tg9FvbNismPR1PJHxRau, spotify:artist:4dHGNdVhBxCJUyMk9dR727","Sultan + Shepard, Julia Church","2023-01-12","https://i.scdn.co/image/ab67616d0000b273381a28f3a38cd5b96545a367","1","1","271025","https://p.scdn.co/mp3-preview/a13f78259df00b1fde4deb7d7faf5fc090a006da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","GBEWA2206871","","2023-09-10T00:50:02Z"
"spotify:track:2mMU59Yg9zIq65BVVZlxeK","Hypnotise","spotify:artist:1abeK6nTH1bQUmfhyfSpPh","EMBRZ","spotify:album:0FvlZWhj9GnUosWOfZxkVc","In Our Own Way","spotify:artist:1abeK6nTH1bQUmfhyfSpPh","EMBRZ","2023-08-04","https://i.scdn.co/image/ab67616d0000b27303d4c9fea2f70f0d4706c80d","1","6","217010","https://p.scdn.co/mp3-preview/1eaf7743fe483d5ff13680f789d08f153876f850?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","GBEWA2302405","","2023-09-10T00:15:44Z"
"spotify:track:5wbHTAl6KbDCnc6OVYOAiw","Nemea","spotify:artist:220W1bjh47XuiLQwrHANfA","Innassi","spotify:album:2CQ58L6BtaE8ExsKW9aHGV","Nemea","spotify:artist:220W1bjh47XuiLQwrHANfA","Innassi","2023-02-20","https://i.scdn.co/image/ab67616d0000b273c845afa5a312b219e977955f","1","1","331315","https://p.scdn.co/mp3-preview/58b4d05f19250dfd50c42bac8f8c97e115f5501f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","GBKQU2314848","","2023-09-09T22:01:26Z"
"spotify:track:5umMUXvIkUVd8uk1BVY8YG","Take Me There","spotify:artist:6NkoAm5Dd1wguz0ATgZKlF","Krakota","spotify:album:3za4xVe3yLHuhJAjpOv1hk","Take Me There","spotify:artist:6NkoAm5Dd1wguz0ATgZKlF","Krakota","2021-04-02","https://i.scdn.co/image/ab67616d0000b273e46e887b299b946fbcee5d9c","1","1","278620","https://p.scdn.co/mp3-preview/eb4c5553c900b06cfd41c96b25599ef325476105?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","DGA072144091","","2023-09-07T19:53:21Z"
"spotify:track:4Iigt7tO6KbCeqNaNjqAjo","Remind Me Why","spotify:artist:4ztolv1NbTfNxSjS1EgtOX, spotify:artist:1XgI1X3xjXCKRP1ZjhqgkV, spotify:artist:0GFFTtMSMi1HRwfFDtI9Gc","Amy Wiles, Matt Fax, Mirror Machines","spotify:album:3zKpK5guMoJkb0SE4WjrVD","Remind Me Why","spotify:artist:4ztolv1NbTfNxSjS1EgtOX, spotify:artist:1XgI1X3xjXCKRP1ZjhqgkV, spotify:artist:0GFFTtMSMi1HRwfFDtI9Gc","Amy Wiles, Matt Fax, Mirror Machines","2022-03-16","https://i.scdn.co/image/ab67616d0000b273a2bf570621b2163428b07b29","1","1","228387","https://p.scdn.co/mp3-preview/6830ed3336a55938240002d74a3d7e034742f199?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","GBEWA2201350","","2023-09-04T16:28:23Z"
"spotify:track:2zME1tNgLyHCJ29E2uSeJM","Adidas & Pearls","spotify:artist:0oO1IaDOBSeI96HbnCa5pZ, spotify:artist:28uJnu5EsrGml2tBd7y8ts, spotify:artist:1mbybf2CrAiwWiznqA8R3g","Solardo, Vintage Culture, LOWES","spotify:album:5zTHdYXq0ojTz7J4K2gCUN","Adidas & Pearls","spotify:artist:0oO1IaDOBSeI96HbnCa5pZ, spotify:artist:28uJnu5EsrGml2tBd7y8ts, spotify:artist:1mbybf2CrAiwWiznqA8R3g","Solardo, Vintage Culture, LOWES","2022-06-24","https://i.scdn.co/image/ab67616d0000b273bf182a9370aff7cc3504f5e6","1","1","209280","https://p.scdn.co/mp3-preview/0a8f0ee22695544f7e1bcc74f2980a441585c743?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USUS12200256","","2023-08-29T19:46:36Z"
"spotify:track:3lsiqFV6SKhBgzQCpuM1JR","Miracle (with Ellie Goulding) - Mau P Remix","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:0w1sbtZVQoK6GzV4A4OkCv","Calvin Harris, Ellie Goulding, Mau P","spotify:album:2F5dzEAJZlxxMI0uGOQfYt","Miracle (with Ellie Goulding) [Mau P Remix]","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:0w1sbtZVQoK6GzV4A4OkCv","Calvin Harris, Ellie Goulding, Mau P","2023-04-21","https://i.scdn.co/image/ab67616d0000b273366400124a7b6bd5cb58fa71","1","1","217734","https://p.scdn.co/mp3-preview/f0f7596158712c2ef043d2e39b77fb2ceefb9438?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBARL2300475","","2023-08-29T19:31:58Z"
"spotify:track:56P5BkNoQrbI1tAKlueLPM","Clones","spotify:artist:3n1CiDY4COv1vf7tW6IuRa","Alphabet Pony","spotify:album:4Gmi8Kdmax1B4sQbG7ma1l","Clones/Atoms","spotify:artist:3n1CiDY4COv1vf7tW6IuRa","Alphabet Pony","2010-09-10","https://i.scdn.co/image/ab67616d0000b27309af242437f92a8ad5ce11f6","1","1","222437","https://p.scdn.co/mp3-preview/a8cc254887eae698b998d451ccd9855f73202e58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","SEYOK1013278","","2023-08-24T04:01:40Z"
"spotify:track:1t0Jmqg1pKVBbxjQFZebeR","Marea (we’ve lost dancing)","spotify:artist:4oLeXFyACqeem2VImYeBFe, spotify:artist:4TvhRzxIL1le2PWCeUqxQw","Fred again.., The Blessed Madonna","spotify:album:3AAwKutHRWyftJ2GrFdPX9","Marea (we’ve lost dancing)","spotify:artist:4oLeXFyACqeem2VImYeBFe, spotify:artist:4TvhRzxIL1le2PWCeUqxQw","Fred again.., The Blessed Madonna","2021-02-22","https://i.scdn.co/image/ab67616d0000b273f9062eccd2f7244b38158af0","1","1","285375","https://p.scdn.co/mp3-preview/abbd7cd7eef9f92b09e9a9f2d30f0b2990f536e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","GBAHS2100041","","2023-08-20T06:00:00Z"
"spotify:track:7uGpUhy4uf2UrHH7TyhM6C","Happy Music","spotify:artist:2hk94pAZS1iYSqoICeTyh1","Supershy","spotify:album:3UgxrgP8q9U0Zjz4t7PPGR","Happy Music / Something on My Mind","spotify:artist:2hk94pAZS1iYSqoICeTyh1","Supershy","2022-04-08","https://i.scdn.co/image/ab67616d0000b273c6b468710565cc1995308af0","1","1","232625","https://p.scdn.co/mp3-preview/698b61697964a1d522e470e726e4e9283aa1e36a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","GBKPL2288284","","2023-08-20T05:33:30Z"
"spotify:track:6m63k9onxYHiugyMIy2jjg","Last Days","spotify:artist:6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd","spotify:album:6uAmDDiWne5nh9ch1y4ZNy","Last Days","spotify:artist:6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd","2023-07-25","https://i.scdn.co/image/ab67616d0000b273bcd34a035fe63caca29c2437","1","1","154040","","false","54","QZJ842003241","","2023-08-18T21:12:29Z"
"spotify:track:0Rz8DdxSqMuYDzTrzXSQNG","Whispers","spotify:artist:6YDB8EqiwJvkIzXUtYgpA8, spotify:artist:1lnuLr8sTuDB4ghdZZ4uHV","Martin Badder, IDA fLO","spotify:album:2TG8n4sZ0loBauataq3rwg","Whispers","spotify:artist:6YDB8EqiwJvkIzXUtYgpA8, spotify:artist:1lnuLr8sTuDB4ghdZZ4uHV","Martin Badder, IDA fLO","2021-02-05","https://i.scdn.co/image/ab67616d0000b27362b722120210b1881d952e19","1","1","190084","https://p.scdn.co/mp3-preview/02d0aacf8d7caa0320ba876e5b793014e1af205c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","GBKQU2103612","","2023-08-18T20:13:42Z"
"spotify:track:72Qv1nLUSvyWLy7OgVtseR","First & Last","spotify:artist:1kb9YssvADeiGvCUwJzbdT","Rodg","spotify:album:7CeLJUh9xeoOYHCUagsk8c","First & Last","spotify:artist:1kb9YssvADeiGvCUwJzbdT","Rodg","2017-02-03","https://i.scdn.co/image/ab67616d0000b273f4a62582de18a4e4e071812c","1","1","194000","https://p.scdn.co/mp3-preview/2e02b0b4da870caea2fd300d6ab26b072a5bd642?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","NLF711700273","","2023-08-18T00:38:05Z"
"spotify:track:1jSavGCC2nx0qJwXmfXzU6","Born In The Flames","spotify:artist:0I7HgbIetYEIweWq7nD6En","Notaker","spotify:album:3ftm8fuUF1v8gOR2ZCy8im","Born In The Flames","spotify:artist:0I7HgbIetYEIweWq7nD6En","Notaker","2017-03-17","https://i.scdn.co/image/ab67616d0000b27360c9f8b9bbdf084d90f3b545","1","1","211250","https://p.scdn.co/mp3-preview/8f110483d1b0a918636e97c09f636fc27c249ef8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","NLF711701723","","2023-08-16T21:42:17Z"
"spotify:track:1aNUSKBe6UMyMk3pEu9ws7","Atmosphere","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:3CGuwWgoCYSO5Z72H5G2Ec","FISHER, Kita Alexander","spotify:album:3rGYf6tkyIJ4BE2O2k7o0d","Atmosphere","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:3CGuwWgoCYSO5Z72H5G2Ec","FISHER, Kita Alexander","2023-08-11","https://i.scdn.co/image/ab67616d0000b27337c2bdd58c470e2cbee904e5","1","1","182857","https://p.scdn.co/mp3-preview/b7a1b04e7c075c61fdbea8e9f52059f612cb0972?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","QZA742318982","","2023-08-11T21:49:15Z"
