"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:0UhmvaYmYj7Hw9QQ5gYQg7","Into The Light","spotify:artist:0I7HgbIetYEIweWq7nD6En, spotify:artist:24CzPFC4y3bM4AkUnZfuAU","Notaker, Karra","spotify:album:2mTqv4tfbpUnUCZhEwYxpE","Into The Light","spotify:artist:0I7HgbIetYEIweWq7nD6En","Notaker","2019-01-31","https://i.scdn.co/image/ab67616d0000b27307359513ecacf637f4d237bc","1","1","201340","https://p.scdn.co/mp3-preview/ff2259a9c8b5590f06c91f137e56f40302001f38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","CA6D21900001","","2022-09-26T15:55:40Z"
"spotify:track:4o40b6FouxCfciLvpmUEeC","Nostalgic","spotify:artist:18HNzDVt4zxoq7Ejsxbp1x, spotify:artist:7od8NRvfdfAanx6IcY7JSa","Ekonovah, Bella Renee","spotify:album:3QE1tchpmEgOAVWXe4hAue","Nostalgic","spotify:artist:18HNzDVt4zxoq7Ejsxbp1x, spotify:artist:7od8NRvfdfAanx6IcY7JSa","Ekonovah, Bella Renee","2021-04-02","https://i.scdn.co/image/ab67616d0000b273a9494e1ac4659653d89a999a","1","1","150491","https://p.scdn.co/mp3-preview/ccb79a7e62cf3e5be57d5d1d951c5dcb01af9282?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","CA5KR2155482","","2022-09-21T20:40:35Z"
"spotify:track:5H95n43z0KFcXGCEc0ewe1","Pieces","spotify:artist:5oJvmyeWzyeahRtjup3Oys","AVAION","spotify:album:3UuTomNtncKiqwsZeakbPj","Pieces","spotify:artist:5oJvmyeWzyeahRtjup3Oys","AVAION","2019-11-15","https://i.scdn.co/image/ab67616d0000b2734f205c7786a248e23179f7f7","1","1","196413","https://p.scdn.co/mp3-preview/f28f12d43b660a20b68bef81469dcce286ce106e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","DEA811900592","","2022-09-21T19:54:07Z"
"spotify:track:7i4ea9ovvLZfQ5KRJ60edh","Trip","spotify:artist:1mNaFNd040ikmEIjqfuYpw, spotify:artist:2YwN2tSu8mKglhQjmzmjQo","Blank Sense, Robert Flott","spotify:album:1HUTacaKljscQJU0tZX0Bv","Trip","spotify:artist:1mNaFNd040ikmEIjqfuYpw, spotify:artist:2YwN2tSu8mKglhQjmzmjQo","Blank Sense, Robert Flott","2022-08-19","https://i.scdn.co/image/ab67616d0000b273e3493e39879a698e267fdc9f","1","1","171093","https://p.scdn.co/mp3-preview/5a9e7df2a3db653aefd7ff9817da781ffa1450a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","CA5KR2271519","","2022-09-21T19:42:33Z"
"spotify:track:2hLczPN5CH5qhc6J4WBJHs","My Feelings For You - Mark Knight Remix","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:0lHsjYcb3lGjkJQQqC6HVt, spotify:artist:3h11MHQeCrcsUgRRijI1zL","Avicii, Sebastien Drums, Mark Knight","spotify:album:3P4T0xEYwLZiB9xhzM0tzF","My Feelings For You (Mark Knight Remix)","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:0lHsjYcb3lGjkJQQqC6HVt, spotify:artist:3h11MHQeCrcsUgRRijI1zL","Avicii, Sebastien Drums, Mark Knight","2022-07-15","https://i.scdn.co/image/ab67616d0000b2730acda42b6bb107263bee9edc","1","1","224515","https://p.scdn.co/mp3-preview/1e154adc46cf998f1dea57de03ba5f69835dfd80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","AUVC02203920","","2022-09-20T20:43:20Z"
"spotify:track:1uXPu4aSDFPLzyNcH6ASD4","Drugs From Amsterdam","spotify:artist:0w1sbtZVQoK6GzV4A4OkCv","Mau P","spotify:album:6ZnAre1P3Mz0LpiUeMQ1s8","Drugs From Amsterdam","spotify:artist:0w1sbtZVQoK6GzV4A4OkCv","Mau P","2022-08-19","https://i.scdn.co/image/ab67616d0000b27367ec29fed426b2ebe053f064","1","1","235785","","false","15","GBK6Y2251421","","2022-09-20T20:36:55Z"
"spotify:track:2PoKeRQOAEeDf8skwG0Yyi","Feel Alive (with Sky Blu of LMFAO)","spotify:artist:7vWC03wqXwUqjPON8hc1tz, spotify:artist:1h3Va3QBqMcvGWvNy7TLAg","TELYKAST, Sky Blu","spotify:album:40KHuvpfv8dpQAn3t5yjmY","Feel Alive (with Sky Blu of LMFAO)","spotify:artist:7vWC03wqXwUqjPON8hc1tz, spotify:artist:1h3Va3QBqMcvGWvNy7TLAg","TELYKAST, Sky Blu","2022-09-09","https://i.scdn.co/image/ab67616d0000b273c376c8b68073474a529e6608","1","1","139842","https://p.scdn.co/mp3-preview/d23920c7c017a9d58b9ae9679d59984ee90812fc?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","QZNWT2230393","","2022-09-19T20:20:16Z"
"spotify:track:53De5pp7L4umlJU7srhacZ","Take Off, Baby! feat. Orlando - Original Mix","spotify:artist:694Mu9TpePnihtyxVNHBW2, spotify:artist:4CFVwKkEV3fPV2hr6ISfPH","Ronald Christoph, Orlando","spotify:album:7wo10jLxb5sP1NyvkXcf4z","Take Off, Baby!","spotify:artist:694Mu9TpePnihtyxVNHBW2","Ronald Christoph","2012-04-09","https://i.scdn.co/image/ab67616d0000b27307de8d3a5f1d47c58e93ccab","1","1","402842","https://p.scdn.co/mp3-preview/85e331968dec0f84ce88527f5043c15d7b20f3d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","DEPL91207021","","2022-09-15T06:50:43Z"
"spotify:track:4xlnQaxvyn2tcGNNxO7bkK","Mesmerized","spotify:artist:59iSyZCuJQrVdxaAWv1FlJ","Ben Plaskett","spotify:album:5IWCxiqbZXMmW3525FbKd8","Mesmerized","spotify:artist:59iSyZCuJQrVdxaAWv1FlJ","Ben Plaskett","2020-08-30","https://i.scdn.co/image/ab67616d0000b273e5054ca08dc8c36b7f9ed35b","1","1","145371","https://p.scdn.co/mp3-preview/0a69a565b795d2a8064edd2fe5b1257ad4c29649?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","TCAFB2099859","","2022-09-15T05:10:08Z"
"spotify:track:2ST4u9GusI2ddDfuMvXA5l","Yeah The Girls","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:4pqY01dGuzojomnVCXYbXC","FISHER, MERYLL","spotify:album:6yxWTg8P4cAJ0gyPHUqPfv","Yeah The Girls","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:4pqY01dGuzojomnVCXYbXC","FISHER, MERYLL","2022-09-02","https://i.scdn.co/image/ab67616d0000b2736fab68f536dc38e41609d5cb","1","1","194310","https://p.scdn.co/mp3-preview/5b47ec24bb8434e851cb1d37f8a8a2a644f3a4c4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","QM24S2203777","","2022-09-15T04:59:18Z"
"spotify:track:0P5QzFegDwQWWgeIzAI30Z","Let It Be","spotify:artist:1IELhvOMg5VQlU7syRm6CS","CAZZETTE","spotify:album:28cM2ZV0U21GeH9Vis4pFD","Let It Be","spotify:artist:1IELhvOMg5VQlU7syRm6CS","CAZZETTE","2020-05-01","https://i.scdn.co/image/ab67616d0000b2734b7e875a5bc76cd44e1cf547","1","1","172449","","false","0","GBKPL2095769","","2022-09-15T04:51:45Z"
"spotify:track:0tjviLADqxF7DtolJgJLf1","Midnight","spotify:artist:0OFn6uw0q674vCcjDRNP4I","Interupt","spotify:album:5xONA3ROlUquCv7IYc6Do3","Midnight","spotify:artist:0OFn6uw0q674vCcjDRNP4I","Interupt","2022-07-22","https://i.scdn.co/image/ab67616d0000b27367862a7db88148ffd41ebfe0","1","1","199384","https://p.scdn.co/mp3-preview/431d99d15f12f12016f796e3375fca5e96976fa8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","AUNV02201115","","2022-09-15T04:47:21Z"
"spotify:track:29R1IMTTbDDA3VNlk6UEW5","Play","spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:5vBSrE1xujD2FXYRarbAXc","Jax Jones, Years & Years","spotify:album:7ugwbZf0nbP0s2s3IaiU70","Play","spotify:artist:4Q6nIcaBED8qUel8bBx6Cr, spotify:artist:5vBSrE1xujD2FXYRarbAXc","Jax Jones, Years & Years","2018-11-28","https://i.scdn.co/image/ab67616d0000b273d0be3c4461c485f055d9dc40","1","1","186240","https://p.scdn.co/mp3-preview/637c7e3bc7b27e3f7c57ddb0363c70a98316ea47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","GBUM71807392","","2022-09-11T04:25:12Z"
"spotify:track:4AnstjlAxgNRjym4uQQsju","Enight","spotify:artist:3GZ8Rfap7VxAOzABiZEXCL","Juche","spotify:album:0DSsnsN1NWZ8Ykcz7ACTRa","Enight","spotify:artist:3GZ8Rfap7VxAOzABiZEXCL","Juche","2019-05-09","https://i.scdn.co/image/ab67616d0000b273752c1204f8f13b37fd61315c","1","1","251813","https://p.scdn.co/mp3-preview/0ff8552e8c9dbf7e8be76705d9dfcb937ece20ee?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","QZES81941699","","2022-09-07T19:36:59Z"
"spotify:track:46JbXTR6VNrnnoJJAsn6gN","LIGHTWAVES","spotify:artist:4Ws2otunReOa6BbwxxpCt6, spotify:artist:3ky8xBRraNNzxzXEw6Ga0c","Benny Benassi, Anabel Englund","spotify:album:1JhkARu8eNtzhsxCNwjnte","LIGHTWAVES","spotify:artist:4Ws2otunReOa6BbwxxpCt6, spotify:artist:3ky8xBRraNNzxzXEw6Ga0c","Benny Benassi, Anabel Englund","2022-05-13","https://i.scdn.co/image/ab67616d0000b273512448b57a607dfa1f16dda7","1","1","141453","https://p.scdn.co/mp3-preview/f3d3d8e874526f4c1615408a58669eabc768a29a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USUS12200198","","2022-09-07T15:57:29Z"
"spotify:track:2mIHEm6ZbKQ6ieeUeAlag3","Zhudio54","spotify:artist:28j8lBWDdDSHSSt5oPlsX2, spotify:artist:7AjFruVAKGzYPVuvD7T8Ex","ZHU, partywithray","spotify:album:7yMUYER67OvjIuGqBgrdZO","DREAMLAND (DELUXE)","spotify:artist:28j8lBWDdDSHSSt5oPlsX2","ZHU","2021-12-31","https://i.scdn.co/image/ab67616d0000b273808d6f46a6d55690eca3d601","1","3","228586","https://p.scdn.co/mp3-preview/a63df7a25dda8a2194d16087eb24350bee237b49?cid=9950ac751e34487dbbe027c4fd7f8e99","true","43","USUG12100932","","2022-08-30T06:16:36Z"
"spotify:track:7LVEBvmKB5uDTg0CGqDo3p","Who Are You? - Chris Lake Remix","spotify:artist:6bprXdW2g8kg49tNslPQ6X, spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE","Miane, Chris Lake","spotify:album:6jLbI4LcrMY9KyapOuuZWP","Who Are You? (Chris Lake Remix)","spotify:artist:6bprXdW2g8kg49tNslPQ6X, spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE","Miane, Chris Lake","2021-02-05","https://i.scdn.co/image/ab67616d0000b273eb32aa75be4aa1d2e5879c14","1","1","192481","https://p.scdn.co/mp3-preview/d251b9f1ac8e395f9d07a83370590de30e89243a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","QZA742002993","","2022-08-30T04:24:32Z"
"spotify:track:1oqniN5rzgvhAWoq4HgY2W","Nothing Better","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:7tm9Tuc70geXOOyKhtZHIj","Chris Lake, Chris Lorenzo","spotify:album:3Hg4lAQWbxSJTnblm1jsS8","Nothing Better","spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE, spotify:artist:7tm9Tuc70geXOOyKhtZHIj","Chris Lake, Chris Lorenzo","2017-09-20","https://i.scdn.co/image/ab67616d0000b27377f6e1666987343ec1e72842","1","1","218639","","false","0","QZ67M1701566","","2022-08-30T04:24:14Z"
"spotify:track:3cPAB9safSc4TS0fyrzIJR","Lies","spotify:artist:2isGeJMHIqJZuuQ8MPh5sO, spotify:artist:2UrCf8LmvXFfXAR0HtGkSx","Sebastian Wibe, Jack Dawson","spotify:album:2YCcROAAmH0gFSzVUBVhcf","Lies","spotify:artist:2isGeJMHIqJZuuQ8MPh5sO","Sebastian Wibe","2020-08-13","https://i.scdn.co/image/ab67616d0000b273008b22ddf6ae51222a009c45","1","1","161250","https://p.scdn.co/mp3-preview/80a402da97d62e0e43e96014cc72126df8a0a408?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","NL1ZN2000351","","2022-08-26T00:23:36Z"
"spotify:track:67078rNqjbYaOAkviLyp6j","no 1 else","spotify:artist:3J2VNcCwzeJXNFu40evXPE","shYbeast","spotify:album:2CI3nlHmP5XnksvfitMYx7","no 1 else","spotify:artist:3J2VNcCwzeJXNFu40evXPE","shYbeast","2019-12-13","https://i.scdn.co/image/ab67616d0000b2739710c6011684f6f305a14f43","1","1","217208","","false","0","GBKPL1976998","","2022-08-25T23:44:33Z"
"spotify:track:03xSjRVQsSqFxIR794upmX","Gimme Some Keys","spotify:artist:45lcbTsX07JWzmTIjcdyBz","Matroda","spotify:album:5zuC9jHTz4CZse0rPGyjkm","When We Were Young / Gimme Some Keys","spotify:artist:45lcbTsX07JWzmTIjcdyBz","Matroda","2021-02-26","https://i.scdn.co/image/ab67616d0000b2733dbe1540454881411f75e741","1","2","169444","","false","0","CA5KR2136652","","2022-08-24T02:23:02Z"
"spotify:track:1i5XRu1L0x7gIg9UGKqizL","Consciousness - Eric Prydz Remix","spotify:artist:4iBwchw0U0GZv5RfVYSMxN, spotify:artist:715OI7hiv58daVlEDXM47U, spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R","Anyma, Chris Avantgarde, Eric Prydz","spotify:album:6U3SBZ80drKvioMtkwEaiu","Consciousness (Eric Prydz Remix)","spotify:artist:4iBwchw0U0GZv5RfVYSMxN, spotify:artist:715OI7hiv58daVlEDXM47U, spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R","Anyma, Chris Avantgarde, Eric Prydz","2022-08-17","https://i.scdn.co/image/ab67616d0000b2731afa09b21ce1b1163b48f099","1","1","244130","https://p.scdn.co/mp3-preview/15705ce1f600a34ad1d76d52b96a8e3a0dbf5fce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","DEEC33500727","","2022-08-21T21:34:09Z"
"spotify:track:2YDOjCfkGciEXxSutB6LJR","World Hold On - FISHER Rework","spotify:artist:5YFS41yoX0YuFY39fq21oN, spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:2SwhNukah1MYpLR594PnuC","Bob Sinclar, FISHER, Steve Edwards","spotify:album:4Z6joMam5q6D8khEfuaCWD","World Hold On (FISHER Rework)","spotify:artist:5YFS41yoX0YuFY39fq21oN, spotify:artist:1VJ0briNOlXRtJUAzoUJdt","Bob Sinclar, FISHER","2022-07-08","https://i.scdn.co/image/ab67616d0000b273d5905ba1475fa3e7f068147b","1","1","178304","https://p.scdn.co/mp3-preview/b4e21648d415749af85688a6a98388dd9e71f3ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","FR4E42227000","","2022-08-21T00:40:59Z"
"spotify:track:0f7ifN4vXV4z2C52POeDQT","Devon - Oliver Huntemann Remix","spotify:artist:0iTjLBepeGaLgZS18kxgRq, spotify:artist:0NBGssQpgDczTsVEp4pCbR","Oliver Schories, Oliver Huntemann","spotify:album:1lRw2Qay0MuZHxFxkZQeEU","Devon (Oliver Huntemann Remix)","spotify:artist:0iTjLBepeGaLgZS18kxgRq, spotify:artist:0NBGssQpgDczTsVEp4pCbR","Oliver Schories, Oliver Huntemann","2021-11-19","https://i.scdn.co/image/ab67616d0000b273ced14d699088b9a4c91cd0f4","1","1","398268","https://p.scdn.co/mp3-preview/2eb287190fe81466e7a21a0c77e57914c9a25710?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","DEY472176636","","2022-08-21T00:39:30Z"
"spotify:track:6txvQu0zUbiqG24A8XMLnK","Miracle Maker","spotify:artist:205i7E8fNVfojowcQSfK9m, spotify:artist:4DWuml4Jf6K81b5rAPwMb6","Dom Dolla, Clementine Douglas","spotify:album:3yQSxYbAj2jrwAx7W7MIAU","Miracle Maker","spotify:artist:205i7E8fNVfojowcQSfK9m, spotify:artist:4DWuml4Jf6K81b5rAPwMb6","Dom Dolla, Clementine Douglas","2022-07-14","https://i.scdn.co/image/ab67616d0000b273271d5d428af8209918db1401","1","1","188592","https://p.scdn.co/mp3-preview/9bf2320649d88f7fd82936761054a0d654e75aa6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USQX92201881","","2022-08-21T00:10:08Z"
"spotify:track:72CMRQXaYR3H8EwYCu9AjW","Look My Way","spotify:artist:2avwFMpE1biYzdzbGfZlBD","Tempura","spotify:album:5hdEklKtJBDOFe0oLXzMSr","Look My Way","spotify:artist:2avwFMpE1biYzdzbGfZlBD","Tempura","2021-01-04","https://i.scdn.co/image/ab67616d0000b273d0cbaa579eb34dcd3331e720","1","1","136258","https://p.scdn.co/mp3-preview/9e4410e1b0ceca1168cc71159ea70109fb7f6f9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","QM42K2176384","","2022-08-21T00:09:14Z"
"spotify:track:6SFkLxjZLpK6PNwO91sMES","I'm God","spotify:artist:5vSQUyT33qxr1xAX2Tkf3A, spotify:artist:6Xb4ezwoAQC4516kI89nWz","Clams Casino, Imogen Heap","spotify:album:78KItyBfSF4CcSvCJBBfps","I'm God","spotify:artist:5vSQUyT33qxr1xAX2Tkf3A, spotify:artist:6Xb4ezwoAQC4516kI89nWz","Clams Casino, Imogen Heap","2020-04-24","https://i.scdn.co/image/ab67616d0000b273febe78922d5244a048b80e24","1","1","277710","https://p.scdn.co/mp3-preview/4f13b88deb154745566dd180e42436bc72ad8166?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","QM24S2003584","","2022-08-20T23:28:26Z"
"spotify:track:6l4DAumg138A324aTQfXUi","Wildfire - Colyn Remix","spotify:artist:5Pb27ujIyYb33zBqVysBkj, spotify:artist:5vr1GvUstxr6nwxniKqLOh","RÜFÜS DU SOL, Colyn","spotify:album:73TcBRSRsPLKmxnjnVsSV3","Surrender (Remixes)","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","2022-08-12","https://i.scdn.co/image/ab67616d0000b273b73fe8d1ede1d94961074685","1","7","462978","https://p.scdn.co/mp3-preview/0e7c89456cb9e65f1483a98d4064013981a9187b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USRE12200499","","2022-08-19T22:05:37Z"
"spotify:track:1TlFcqw1hBb3VOx5VFTiuV","AROSE","spotify:artist:3lc4xDLsQnWnjhntJfykpF","Lyke","spotify:album:2C0cBk1Izv0tIAVWSogEYr","AROSE","spotify:artist:3lc4xDLsQnWnjhntJfykpF","Lyke","2020-11-06","https://i.scdn.co/image/ab67616d0000b273b6b1ed0dafbb66085fbd0e64","1","1","242992","https://p.scdn.co/mp3-preview/507d63d0185a77654ed94d8526fd93311fff49a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","NLF712011497","","2022-08-18T22:07:45Z"
"spotify:track:40SBS57su9xLiE1WqkXOVr","Afraid To Feel","spotify:artist:0HxX6imltnNXJyQhu4nsiO","LF SYSTEM","spotify:album:528LrHfHcB7PMAvyp8Obhp","Afraid To Feel","spotify:artist:0HxX6imltnNXJyQhu4nsiO","LF SYSTEM","2022-05-02","https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438","1","1","177524","https://p.scdn.co/mp3-preview/ef097e0e455e0958ae85f58582eff55537d2a507?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","GBAHT2200492","","2022-08-18T21:16:03Z"
"spotify:track:088jA8SBv1P0viSjYBieBI","The Sound of Winter","spotify:artist:78SHxLdtysAXgywQ4vE0Oa","Bush","spotify:album:4MJ4ncanzbvJXhAtpuBDVM","The Sea Of Memories","spotify:artist:78SHxLdtysAXgywQ4vE0Oa","Bush","2011-09-13","https://i.scdn.co/image/ab67616d0000b273f92d48e047cf9419c3ddad8f","1","2","208800","https://p.scdn.co/mp3-preview/b29e72bbb628c7dfa4f986dc9e1a7d608e639f0e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","USKO11100823","","2022-08-10T01:43:13Z"
"spotify:track:61b7m8jNskWINV4yZCaflc","Nobody Like You - Sun Soaked Mix","spotify:artist:6TQj5BFPooTa08A7pk8AQ1","Kaskade","spotify:album:3SKYXY6hJtHczvnX9TQbBz","Redux EP 002","spotify:artist:6TQj5BFPooTa08A7pk8AQ1","Kaskade","2017-09-01","https://i.scdn.co/image/ab67616d0000b273ff13f0d37ea0d092b5482c0a","1","6","240796","","false","0","GBKPL1787534","","2022-07-17T06:14:27Z"
"spotify:track:5tCfrieb4uaIPs3IAESVbF","Consciousness","spotify:artist:6ySxYu68zTsO5ghsThpGtS","Cosmic Gate","spotify:album:4a7WxHVgvgcId18sffSgvY","Earth Mover","spotify:artist:6ySxYu68zTsO5ghsThpGtS","Cosmic Gate","2007","https://i.scdn.co/image/ab67616d0000b273f1640bdb5c31aa4fe4f5c28c","1","10","415573","https://p.scdn.co/mp3-preview/5c9c69ee91e54ca332eea27d549106ffb95167c5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","NLE710604010","","2022-07-17T01:05:50Z"
"spotify:track:6W9blgdInd46fBy4jOqDaL","Take Me","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","spotify:album:3HZKPiOGyFqmLvehf77H47","Atlas (Light / Dark Deluxe Edition)","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","2013","https://i.scdn.co/image/ab67616d0000b273633ba5c369329837c17ec23c","1","2","242000","https://p.scdn.co/mp3-preview/410ba5cc5e1bd1ba1eeb1fb69102877ff781ae97?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","AUDCB1300082","","2022-07-14T16:27:04Z"
"spotify:track:7K1TsEgLCoNxr7tvPRJgrL","Make It Happen","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","spotify:album:3SB9ntsoNwC4oUP6xM9DIN","Surrender","spotify:artist:5Pb27ujIyYb33zBqVysBkj","RÜFÜS DU SOL","2021-10-21","https://i.scdn.co/image/ab67616d0000b273f014b5a71d5e7b0a9ee64386","1","2","312120","https://p.scdn.co/mp3-preview/3d6ad5966eb559b5d1faae8ba48e870333156d38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USRE12100622","","2022-07-14T16:26:51Z"
"spotify:track:2cAYjs1WvosMFadzTDmmzD","It's A Killa","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:4Siyzg8kWayQfPQsPSl6JI","FISHER, Shermanology","spotify:album:1ogCIMBO0ju1EP18pir9Tt","It's A Killa","spotify:artist:1VJ0briNOlXRtJUAzoUJdt, spotify:artist:4Siyzg8kWayQfPQsPSl6JI","FISHER, Shermanology","2022-03-11","https://i.scdn.co/image/ab67616d0000b2739b84d8aa3fcd46505e615372","1","1","200028","https://p.scdn.co/mp3-preview/e33794ca58670c35c2a6aa2765c97404d45b044b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","QM24S2200746","","2022-07-14T03:23:05Z"
"spotify:track:3WWAvWDBQANpJeNbvVbjMg","Heartbeat","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","spotify:album:32KdoFFhgjCLdU0DWL71tx","Camp","spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","2011-11-15","https://i.scdn.co/image/ab67616d0000b2736f134f8d843353be21a9706e","1","6","269840","","true","2","USYAH1100351","","2022-07-08T23:14:56Z"
"spotify:track:3LUSxUzJ7wD8N0SeVRLkcR","In A Club","spotify:artist:4Nl6PVYLwbCFfr3UqQlFtE, spotify:artist:3RloA7E4XMItSP4FjMBv3L, spotify:artist:4lyER8wnQt2Im68h4PEVK3","VOLAC, illusionize, Andre Longo","spotify:album:3BrzP9MYMxwd1HsHBoVWBp","In A Club","spotify:artist:4Nl6PVYLwbCFfr3UqQlFtE, spotify:artist:3RloA7E4XMItSP4FjMBv3L, spotify:artist:4lyER8wnQt2Im68h4PEVK3","VOLAC, illusionize, Andre Longo","2019-08-16","https://i.scdn.co/image/ab67616d0000b27319d24822f48a1e88f2a78b85","1","1","180880","https://p.scdn.co/mp3-preview/ece77f12a8e9c1baffa26a64b7a69444c78ca343?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","DEE861903105","","2022-07-08T06:45:01Z"
"spotify:track:4zN21mbAuaD0WqtmaTZZeP","Ferrari","spotify:artist:43BxCL6t4c73BQnIJtry5v, spotify:artist:45ruzGUmIr8WLjLOPJ9mGU","James Hype, Miggy Dela Rosa","spotify:album:6moZ4sNThthUAwCklyuPY8","Ferrari","spotify:artist:43BxCL6t4c73BQnIJtry5v, spotify:artist:45ruzGUmIr8WLjLOPJ9mGU","James Hype, Miggy Dela Rosa","2022-04-01","https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4","1","1","186661","https://p.scdn.co/mp3-preview/3c21e0bea740ed198a79f0abf2b3b113b68f3f29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","GB3CE2200004","","2022-07-02T03:45:57Z"
"spotify:track:3ZuGuAoslldTYU4utXyDEW","Gotta Go","spotify:artist:0wvdQbhsp0LB9UMhlOVzOk","Falling Decibyls","spotify:album:0s5vqvkFL4PfTnfoWJ0pe4","Gotta Go","spotify:artist:0wvdQbhsp0LB9UMhlOVzOk","Falling Decibyls","2019-12-13","https://i.scdn.co/image/ab67616d0000b273d8c8e53797275c19d1ea7c64","1","1","182640","","false","0","TCAEO1919346","","2022-06-28T07:20:14Z"
"spotify:track:1oWGREKWr0XR8rLId4AcLt","Long Way Home - Radio Edit","spotify:artist:2SHmJ9pvh1h1TXu2WulzL4, spotify:artist:66tyfeU6ZerzudGCX9mXcg","Going Deeper, TRØVES","spotify:album:119YTuh8k7qzoWjCb2LqxJ","Long Way Home (Radio Edit)","spotify:artist:2SHmJ9pvh1h1TXu2WulzL4","Going Deeper","2019-12-20","https://i.scdn.co/image/ab67616d0000b273d0fe5b27830a5920a57e0f79","1","1","230049","https://p.scdn.co/mp3-preview/80fdc04c118b83aae67ec4db39fa1585589ff925?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","GBLV61924372","","2022-06-28T06:48:04Z"
"spotify:track:1he0nibCzlDvB96EoJbbIZ","Golden (feat. Blondfire)","spotify:artist:22bukBZvUppuwQwmDz75Gz, spotify:artist:5ySYeIhqg4Rfs5tjteVMz3","Sander van Doorn, Blondfire","spotify:album:3lUeNPdccSYi4LK4pLvBiv","Golden (feat. Blondfire)","spotify:artist:22bukBZvUppuwQwmDz75Gz, spotify:artist:5ySYeIhqg4Rfs5tjteVMz3","Sander van Doorn, Blondfire","2021-01-29","https://i.scdn.co/image/ab67616d0000b273e2f8433b5f4c9ea3bae38b65","1","1","209016","https://p.scdn.co/mp3-preview/3369e508774a8c954dd7c9f8730d8cda446fc734?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","NLZ542002240","","2022-06-28T06:11:43Z"
